Accession,Length,Family,Subfamily,Domains,Seperators
GAD97616,1067,1.C.104,1.C.104.2,"[('CDD:433980', 9, 215, 139.0), ('CDD:223589', 280, 501, 55.1), ('CDD:271035', 361, 491, 42.6), ('CDD:240344', 687, 954, 58.0), ('CDD:173333', 714, 1020, 64.3), ('CDD:143379', 715, 1023, 48.2), ('CDD:143381', 715, 1023, 58.5), ('CDD:173631', 721, 949, 58.1), ('CDD:270651', 721, 936, 49.1), ('CDD:270881', 724, 948, 85.1), ('CDD:270983', 725, 1023, 135.0), ('CDD:132954', 727, 1027, 114.0), ('CDD:133243', 727, 876, 56.5), ('CDD:173644', 727, 875, 67.6), ('CDD:173656', 727, 877, 57.7), ('CDD:214567', 727, 1023, 203.0), ('CDD:270642', 727, 879, 60.1), ('CDD:270648', 727, 954, 67.8), ('CDD:270692', 727, 1023, 127.0), ('CDD:270726', 727, 1024, 80.4), ('CDD:270763', 727, 936, 86.0), ('CDD:270783', 727, 1023, 147.0), ('CDD:270795', 727, 936, 86.3), ('CDD:270801', 727, 958, 84.0), ('CDD:270802', 727, 947, 96.3), ('CDD:270814', 727, 940, 84.6), ('CDD:270817', 727, 947, 67.4), ('CDD:270818', 727, 947, 70.5), ('CDD:270819', 727, 947, 74.3), ('CDD:270823', 727, 1023, 116.0), ('CDD:270855', 727, 1019, 121.0), ('CDD:270858', 727, 1023, 91.4), ('CDD:270899', 727, 1018, 101.0), ('CDD:270974', 727, 1023, 120.0), ('CDD:271001', 727, 1023, 135.0), ('CDD:429616', 727, 949, 98.0), ('CDD:132986', 728, 952, 77.5), ('CDD:132987', 728, 952, 74.0), ('CDD:133194', 728, 951, 48.0), ('CDD:215036', 728, 878, 76.8), ('CDD:270785', 728, 955, 94.3), ('CDD:270796', 728, 1023, 108.0), ('CDD:270798', 728, 947, 96.4), ('CDD:270799', 728, 947, 88.2), ('CDD:270806', 728, 946, 70.8), ('CDD:270807', 728, 946, 65.5), ('CDD:270813', 728, 957, 63.9), ('CDD:270820', 728, 952, 74.4), ('CDD:270833', 728, 1031, 103.0), ('CDD:270977', 728, 1023, 110.0), ('CDD:271089', 728, 1022, 85.8), ('CDD:271090', 728, 954, 72.7), ('CDD:271091', 728, 954, 77.3), ('CDD:271111', 728, 1027, 70.9), ('CDD:425449', 728, 1023, 184.0), ('CDD:133186', 729, 874, 64.0), ('CDD:133187', 729, 874, 73.6), ('CDD:133248', 729, 876, 47.8), ('CDD:140289', 729, 936, 69.8), ('CDD:173625', 729, 950, 66.6), ('CDD:173637', 729, 874, 67.9), ('CDD:173652', 729, 936, 44.2), ('CDD:197581', 729, 949, 98.0), ('CDD:214568', 729, 949, 96.8), ('CDD:223589', 729, 1042, 148.0), ('CDD:240233', 729, 1025, 87.5), ('CDD:270635', 729, 936, 64.3), ('CDD:270659', 729, 879, 43.0), ('CDD:270667', 729, 874, 61.5), ('CDD:270668', 729, 874, 69.6), ('CDD:270678', 729, 936, 45.4), ('CDD:270679', 729, 936, 49.2), ('CDD:270687', 729, 1022, 163.0), ('CDD:270732', 729, 935, 98.0), ('CDD:270733', 729, 1024, 113.0), ('CDD:270797', 729, 946, 100.0), ('CDD:270850', 729, 938, 57.4), ('CDD:270851', 729, 938, 57.8), ('CDD:270862', 729, 1023, 70.2), ('CDD:270863', 729, 1014, 78.9), ('CDD:270868', 729, 948, 87.9), ('CDD:270905', 729, 1022, 202.0), ('CDD:270907', 729, 1022, 64.2), ('CDD:270909', 729, 1024, 139.0), ('CDD:270918', 729, 874, 49.4), ('CDD:270971', 729, 1022, 164.0), ('CDD:270972', 729, 1023, 108.0), ('CDD:270978', 729, 1023, 139.0), ('CDD:270979', 729, 1023, 114.0), ('CDD:270981', 729, 1022, 125.0), ('CDD:270982', 729, 1023, 163.0), ('CDD:270987', 729, 1024, 113.0), ('CDD:270992', 729, 1023, 63.2), ('CDD:270997', 729, 1022, 117.0), ('CDD:270999', 729, 1023, 89.9), ('CDD:271007', 729, 1023, 100.0), ('CDD:271014', 729, 1023, 54.1), ('CDD:271018', 729, 1023, 98.1), ('CDD:271019', 729, 1024, 88.8), ('CDD:271060', 729, 940, 62.1), ('CDD:271064', 729, 1022, 128.0), ('CDD:271065', 729, 953, 96.2), ('CDD:271066', 729, 1023, 95.3), ('CDD:271067', 729, 1023, 124.0), ('CDD:271085', 729, 1023, 83.1), ('CDD:271086', 729, 1022, 79.3), ('CDD:271087', 729, 1022, 79.2), ('CDD:271096', 729, 1023, 93.9), ('CDD:271097', 729, 1024, 91.6), ('CDD:271098', 729, 1023, 95.0), ('CDD:271099', 729, 957, 83.8), ('CDD:271124', 729, 941, 60.0), ('CDD:271133', 729, 1022, 153.0), ('CDD:411126', 729, 872, 71.4), ('CDD:133192', 730, 936, 56.5), ('CDD:133193', 730, 950, 47.7), ('CDD:143359', 730, 876, 56.3), ('CDD:173502', 730, 961, 52.4), ('CDD:173616', 730, 917, 60.8), ('CDD:173657', 730, 874, 50.3), ('CDD:173715', 730, 954, 62.0), ('CDD:173750', 730, 1018, 64.0), ('CDD:173759', 730, 948, 83.5), ('CDD:173765', 730, 962, 89.6), ('CDD:183880', 730, 917, 60.2), ('CDD:270623', 730, 949, 94.1), ('CDD:270629', 730, 936, 56.6), ('CDD:270634', 730, 876, 85.1), ('CDD:270637', 730, 874, 75.2), ('CDD:270638', 730, 874, 59.5), ('CDD:270649', 730, 874, 46.3), ('CDD:270650', 730, 874, 67.8), ('CDD:270664', 730, 875, 71.5), ('CDD:270670', 730, 874, 65.8), ('CDD:270685', 730, 874, 58.7), ('CDD:270688', 730, 1023, 110.0), ('CDD:270730', 730, 1020, 95.0), ('CDD:270740', 730, 970, 73.2), ('CDD:270742', 730, 972, 84.6), ('CDD:270768', 730, 970, 71.6), ('CDD:270769', 730, 1015, 78.9), ('CDD:270782', 730, 1024, 77.4), ('CDD:270784', 730, 957, 83.3), ('CDD:270786', 730, 946, 88.8), ('CDD:270792', 730, 1026, 61.3), ('CDD:270804', 730, 946, 76.2), ('CDD:270805', 730, 946, 76.6), ('CDD:270824', 730, 934, 76.8), ('CDD:270828', 730, 1026, 77.2), ('CDD:270856', 730, 937, 49.6), ('CDD:270859', 730, 1011, 86.3), ('CDD:270861', 730, 1023, 75.9), ('CDD:270865', 730, 1014, 57.0), ('CDD:270879', 730, 916, 76.8), ('CDD:270883', 730, 874, 51.6), ('CDD:270887', 730, 1019, 97.8), ('CDD:270903', 730, 874, 62.8), ('CDD:270906', 730, 1023, 106.0), ('CDD:270916', 730, 1011, 138.0), ('CDD:270973', 730, 1023, 119.0), ('CDD:270975', 730, 1023, 127.0), ('CDD:270986', 730, 1023, 117.0), ('CDD:271000', 730, 1022, 103.0), ('CDD:271010', 730, 944, 58.0), ('CDD:271039', 730, 946, 87.9), ('CDD:271052', 730, 1011, 51.9), ('CDD:271078', 730, 1027, 77.0), ('CDD:271100', 730, 1023, 80.7), ('CDD:271107', 730, 877, 83.5), ('CDD:271108', 730, 874, 60.4), ('CDD:271122', 730, 957, 43.1), ('CDD:271132', 730, 1022, 119.0), ('CDD:271135', 730, 1022, 118.0), ('CDD:132953', 731, 874, 45.2), ('CDD:132988', 731, 957, 66.6), ('CDD:132989', 731, 957, 70.8), ('CDD:133247', 731, 878, 66.9), ('CDD:143368', 731, 1018, 75.8), ('CDD:143374', 731, 878, 57.4), ('CDD:143377', 731, 931, 57.3), ('CDD:177649', 731, 1026, 54.4), ('CDD:270636', 731, 917, 48.5), ('CDD:270686', 731, 875, 56.1), ('CDD:270787', 731, 1011, 104.0), ('CDD:270790', 731, 935, 53.5), ('CDD:270803', 731, 946, 80.9), ('CDD:270815', 731, 957, 91.7), ('CDD:270821', 731, 1019, 84.3), ('CDD:270827', 731, 1019, 110.0), ('CDD:270831', 731, 1019, 87.3), ('CDD:270834', 731, 1022, 78.1), ('CDD:270853', 731, 1018, 67.0), ('CDD:270854', 731, 878, 62.3), ('CDD:270857', 731, 1023, 91.1), ('CDD:270864', 731, 917, 49.1), ('CDD:270885', 731, 1023, 71.9), ('CDD:270912', 731, 917, 73.5), ('CDD:270933', 731, 874, 43.9), ('CDD:270934', 731, 874, 43.5), ('CDD:270935', 731, 947, 46.1), ('CDD:270949', 731, 915, 77.5), ('CDD:270958', 731, 972, 67.7), ('CDD:270988', 731, 1027, 109.0), ('CDD:270993', 731, 1045, 108.0), ('CDD:271009', 731, 936, 49.9), ('CDD:271015', 731, 1023, 55.8), ('CDD:271020', 731, 1023, 123.0), ('CDD:271079', 731, 1027, 71.6), ('CDD:271080', 731, 1023, 80.1), ('CDD:271101', 731, 1014, 94.6), ('CDD:271102', 731, 1023, 99.3), ('CDD:132943', 732, 957, 96.2), ('CDD:132969', 732, 940, 75.8), ('CDD:133213', 732, 936, 49.2), ('CDD:133219', 732, 874, 59.2), ('CDD:143364', 732, 876, 50.5), ('CDD:173686', 732, 936, 80.4), ('CDD:270622', 732, 1020, 165.0), ('CDD:270641', 732, 874, 65.4), ('CDD:270665', 732, 940, 71.5), ('CDD:270671', 732, 874, 59.6), ('CDD:270693', 732, 1013, 118.0), ('CDD:270722', 732, 932, 77.3), ('CDD:270724', 732, 935, 79.2), ('CDD:270727', 732, 938, 74.7), ('CDD:270731', 732, 1027, 108.0), ('CDD:270736', 732, 932, 87.1), ('CDD:270737', 732, 917, 54.5), ('CDD:270739', 732, 932, 72.8), ('CDD:270743', 732, 961, 78.3), ('CDD:270744', 732, 1014, 73.2), ('CDD:270750', 732, 920, 66.5), ('CDD:270752', 732, 946, 82.4), ('CDD:270753', 732, 947, 71.6), ('CDD:270754', 732, 999, 74.2), ('CDD:270755', 732, 931, 62.7), ('CDD:270765', 732, 1012, 83.0), ('CDD:270766', 732, 982, 73.5), ('CDD:270767', 732, 982, 75.8), ('CDD:270770', 732, 961, 68.4), ('CDD:270776', 732, 954, 57.0), ('CDD:270777', 732, 954, 57.7), ('CDD:270778', 732, 881, 59.5), ('CDD:270789', 732, 1024, 103.0), ('CDD:270794', 732, 1020, 111.0), ('CDD:270808', 732, 957, 80.8), ('CDD:270810', 732, 946, 62.0), ('CDD:270835', 732, 1018, 72.8), ('CDD:270836', 732, 1013, 86.3), ('CDD:270837', 732, 938, 81.6), ('CDD:270838', 732, 878, 58.5), ('CDD:270867', 732, 941, 71.0), ('CDD:270869', 732, 1019, 97.8), ('CDD:270870', 732, 872, 64.4), ('CDD:270880', 732, 948, 73.3), ('CDD:270889', 732, 1022, 117.0), ('CDD:270890', 732, 872, 67.9), ('CDD:270891', 732, 1011, 83.7), ('CDD:270893', 732, 1013, 58.3), ('CDD:270895', 732, 1013, 136.0), ('CDD:270896', 732, 1023, 294.0), ('CDD:270898', 732, 1020, 100.0), ('CDD:270900', 732, 950, 68.2), ('CDD:270901', 732, 1011, 137.0), ('CDD:270904', 732, 973, 83.8), ('CDD:270908', 732, 1022, 90.8), ('CDD:270910', 732, 1023, 153.0), ('CDD:270911', 732, 1014, 116.0), ('CDD:270922', 732, 1018, 48.0), ('CDD:270940', 732, 1011, 62.3), ('CDD:270942', 732, 947, 56.2), ('CDD:270943', 732, 936, 53.9), ('CDD:270948', 732, 943, 94.4), ('CDD:270950', 732, 1015, 59.5), ('CDD:270951', 732, 940, 64.5), ('CDD:270952', 732, 1019, 74.3), ('CDD:270956', 732, 950, 83.2), ('CDD:270957', 732, 950, 68.6), ('CDD:270960', 732, 973, 83.3), ('CDD:270966', 732, 1011, 71.0), ('CDD:270968', 732, 1015, 78.9), ('CDD:270989', 732, 1023, 94.5), ('CDD:270994', 732, 932, 80.4), ('CDD:270995', 732, 936, 103.0), ('CDD:270996', 732, 1027, 92.2), ('CDD:271005', 732, 1023, 85.7), ('CDD:271017', 732, 1022, 43.8), ('CDD:271021', 732, 1022, 113.0), ('CDD:271023', 732, 1013, 88.5), ('CDD:271033', 732, 1019, 62.6), ('CDD:271061', 732, 940, 50.2), ('CDD:271062', 732, 990, 43.7), ('CDD:271063', 732, 1023, 101.0), ('CDD:271071', 732, 1023, 88.0), ('CDD:271075', 732, 946, 60.0), ('CDD:271077', 732, 1027, 81.6), ('CDD:271083', 732, 946, 97.7), ('CDD:271084', 732, 946, 85.0), ('CDD:271088', 732, 948, 74.1), ('CDD:271093', 732, 940, 73.1), ('CDD:271103', 732, 1019, 74.3), ('CDD:271104', 732, 1012, 86.6), ('CDD:271134', 732, 963, 50.6), ('CDD:270902', 734, 948, 65.3), ('CDD:270882', 735, 1019, 53.4), ('CDD:271068', 735, 1023, 101.0), ('CDD:271070', 735, 1035, 85.1), ('CDD:270990', 741, 1023, 84.7), ('CDD:133228', 750, 879, 50.0), ('CDD:270632', 750, 874, 53.2), ('CDD:270677', 750, 879, 45.0), ('CDD:270800', 750, 1011, 92.1), ('CDD:270955', 750, 950, 59.6), ('CDD:270963', 750, 949, 67.8), ('CDD:271050', 750, 951, 56.1), ('CDD:270914', 751, 1011, 68.9), ('CDD:270643', 753, 874, 53.6), ('CDD:270938', 753, 948, 64.5), ('CDD:270961', 753, 949, 82.5), ('CDD:271047', 753, 944, 48.9), ('CDD:271048', 753, 1018, 52.0), ('CDD:271059', 753, 946, 49.8), ('CDD:270888', 754, 1014, 80.4), ('CDD:133181', 755, 874, 54.5), ('CDD:270640', 755, 874, 44.7), ('CDD:270644', 755, 874, 51.6), ('CDD:270645', 755, 879, 58.6), ('CDD:270653', 755, 877, 54.3), ('CDD:270672', 755, 878, 51.9), ('CDD:270683', 755, 890, 57.0), ('CDD:270970', 755, 932, 49.6), ('CDD:271049', 755, 874, 47.7), ('CDD:270967', 756, 952, 64.4), ('CDD:271056', 756, 941, 65.2), ('CDD:271081', 760, 1024, 72.4), ('CDD:271082', 760, 1024, 65.7), ('CDD:270892', 764, 936, 72.7), ('CDD:271055', 765, 966, 53.1), ('CDD:270673', 766, 936, 55.4), ('CDD:270788', 767, 957, 95.4), ('CDD:270812', 767, 957, 68.1), ('CDD:270894', 768, 953, 59.3), ('CDD:270984', 768, 936, 72.8), ('CDD:271016', 768, 1023, 60.7), ('CDD:271013', 769, 953, 80.3), ('CDD:271094', 769, 940, 72.3), ('CDD:270793', 770, 874, 70.5), ('CDD:270878', 770, 932, 51.7), ('CDD:270929', 770, 954, 79.9), ('CDD:270944', 770, 953, 42.6), ('CDD:270945', 770, 877, 46.2), ('CDD:271012', 770, 878, 54.5), ('CDD:271054', 770, 919, 48.8), ('CDD:271123', 770, 936, 63.4), ('CDD:270925', 771, 1006, 55.1), ('CDD:271034', 771, 946, 64.9), ('CDD:270741', 772, 917, 69.6), ('CDD:270860', 772, 1018, 71.3), ('CDD:270985', 772, 1022, 101.0), ('CDD:271058', 772, 972, 62.5), ('CDD:271069', 772, 1023, 99.3), ('CDD:271095', 772, 940, 68.8), ('CDD:165473', 773, 936, 57.2), ('CDD:270728', 773, 907, 43.3), ('CDD:270947', 773, 873, 49.9), ('CDD:270998', 773, 1023, 89.4), ('CDD:274846', 773, 917, 70.3), ('CDD:270734', 774, 920, 68.2), ('CDD:270962', 774, 991, 59.6), ('CDD:270980', 774, 1023, 118.0), ('CDD:165476', 775, 998, 59.3), ('CDD:270822', 775, 1025, 81.0), ('CDD:270939', 775, 1014, 76.6), ('CDD:270965', 776, 916, 58.9), ('CDD:270969', 776, 905, 47.3), ('CDD:165478', 777, 936, 55.0), ('CDD:270639', 777, 952, 50.5), ('CDD:270666', 777, 876, 48.7), ('CDD:270745', 777, 936, 71.7), ('CDD:132942', 778, 956, 76.3), ('CDD:132975', 778, 940, 67.7), ('CDD:143341', 778, 1022, 76.8), ('CDD:143344', 778, 1022, 69.4), ('CDD:173655', 778, 890, 54.3), ('CDD:173741', 778, 1023, 113.0), ('CDD:173742', 778, 1025, 105.0), ('CDD:270630', 778, 877, 49.6), ('CDD:270811', 778, 962, 65.8), ('CDD:270829', 778, 1022, 83.5), ('CDD:270832', 778, 1022, 120.0), ('CDD:270842', 778, 1031, 64.3), ('CDD:270844', 778, 1022, 87.6), ('CDD:270845', 778, 1019, 68.6), ('CDD:270847', 778, 1023, 87.9), ('CDD:270848', 778, 1022, 87.0), ('CDD:270849', 778, 1022, 92.0), ('CDD:270852', 778, 1018, 70.4), ('CDD:270866', 778, 1014, 48.1), ('CDD:270877', 778, 872, 55.2), ('CDD:270941', 778, 1011, 67.6), ('CDD:270954', 778, 1014, 87.9), ('CDD:271011', 778, 1023, 62.1), ('CDD:271022', 778, 1013, 82.4), ('CDD:271057', 778, 973, 58.3), ('CDD:271092', 778, 940, 61.9), ('CDD:143382', 779, 936, 52.3), ('CDD:270633', 780, 1020, 57.5), ('CDD:177557', 785, 936, 69.1), ('CDD:223009', 785, 972, 53.7), ('CDD:270669', 785, 873, 50.6), ('CDD:270976', 785, 1023, 83.2), ('CDD:270825', 786, 1019, 68.1), ('CDD:270953', 786, 1013, 45.5), ('CDD:270646', 787, 947, 55.1), ('CDD:270826', 787, 1022, 108.0), ('CDD:270884', 787, 1019, 52.3), ('CDD:270991', 787, 1022, 83.1), ('CDD:271076', 789, 1024, 60.8), ('CDD:270723', 795, 936, 83.6), ('CDD:270746', 795, 936, 67.7), ('CDD:271045', 801, 874, 46.3), ('CDD:271046', 801, 957, 48.6), ('CDD:132971', 806, 946, 60.5), ('CDD:140293', 806, 940, 50.0), ('CDD:173710', 806, 1027, 60.7), ('CDD:223069', 806, 876, 52.2), ('CDD:226168', 806, 876, 42.3), ('CDD:270684', 806, 890, 47.3), ('CDD:270725', 806, 946, 79.3), ('CDD:270735', 806, 1012, 80.1), ('CDD:270738', 806, 947, 63.4), ('CDD:270747', 806, 946, 60.5), ('CDD:270748', 806, 946, 51.6), ('CDD:270749', 806, 920, 66.6), ('CDD:270751', 806, 932, 67.7), ('CDD:270760', 806, 936, 77.4), ('CDD:270761', 806, 876, 69.9), ('CDD:270762', 806, 1012, 89.1), ('CDD:270764', 806, 1012, 81.6), ('CDD:270771', 806, 947, 57.7), ('CDD:270772', 806, 947, 55.4), ('CDD:270773', 806, 947, 49.6), ('CDD:270774', 806, 947, 48.9), ('CDD:270775', 806, 952, 58.5), ('CDD:270809', 806, 946, 64.7), ('CDD:270840', 806, 1024, 60.9), ('CDD:270920', 806, 872, 54.4), ('CDD:270921', 806, 940, 52.2), ('CDD:270927', 806, 955, 52.9), ('CDD:270928', 806, 948, 52.2), ('CDD:271008', 806, 1023, 87.0), ('CDD:271044', 806, 957, 55.5), ('CDD:271051', 806, 999, 48.1), ('CDD:271072', 806, 1023, 65.8), ('CDD:271073', 806, 879, 59.0), ('CDD:271074', 806, 1023, 72.3), ('CDD:271002', 811, 872, 52.3), ('CDD:271004', 811, 872, 47.6), ('CDD:270924', 812, 963, 51.2), ('CDD:270926', 812, 963, 58.4), ('CDD:143383', 814, 1018, 56.2), ('CDD:143385', 814, 946, 51.5), ('CDD:271003', 814, 872, 46.4), ('CDD:270781', 816, 1017, 49.7), ('CDD:271125', 816, 954, 48.1), ('CDD:270681', 821, 936, 45.0), ('CDD:143380', 824, 1023, 50.0), ('CDD:270780', 827, 1012, 54.6), ('CDD:270839', 828, 946, 53.1), ('CDD:271043', 828, 917, 43.9), ('CDD:271038', 831, 953, 55.3), ('CDD:143356', 832, 932, 50.8), ('CDD:143384', 832, 932, 49.9), ('CDD:178763', 832, 874, 50.8), ('CDD:215638', 832, 872, 47.9), ('CDD:270915', 832, 872, 52.1), ('CDD:270964', 834, 1011, 62.4), ('CDD:271035', 834, 1023, 51.9), ('CDD:271036', 834, 870, 44.9), ('CDD:271053', 834, 954, 47.0), ('CDD:271112', 834, 1023, 64.5), ('CDD:271114', 834, 872, 43.8), ('CDD:143363', 835, 1019, 59.7), ('CDD:173720', 835, 917, 49.6), ('CDD:173748', 835, 1031, 59.0), ('CDD:270652', 835, 876, 44.5), ('CDD:270729', 835, 1012, 58.7), ('CDD:270756', 835, 917, 53.9), ('CDD:270757', 835, 1012, 52.8), ('CDD:270758', 835, 935, 45.7), ('CDD:270759', 835, 924, 54.5), ('CDD:270830', 835, 1019, 72.9), ('CDD:270841', 835, 880, 53.3), ('CDD:270843', 835, 932, 48.7), ('CDD:270846', 835, 946, 59.7), ('CDD:270913', 835, 1015, 45.0), ('CDD:132946', 836, 874, 44.3), ('CDD:132950', 836, 947, 43.7), ('CDD:132980', 836, 954, 45.0), ('CDD:173729', 836, 935, 53.6), ('CDD:270779', 839, 1012, 54.3), ('CDD:270791', 842, 935, 51.6)]","[('CDD:433980 to CDD:223589', 216, 279), ('CDD:223589 to CDD:240344', 502, 686)]"
XP_008081830,436,1.C.104,1.C.104.2,"[('CDD:433980', 3, 187, 98.1)]","[('CDD:433980 to END', 188, 436)]"
RDI86773,414,1.C.104,1.C.104.3,"[('CDD:433980', 7, 211, 95.0)]","[('CDD:433980 to END', 212, 414)]"
XP_007925356,462,1.C.104,1.C.104.3,"[('CDD:433980', 21, 260, 116.0)]","[('CDD:433980 to END', 261, 462)]"
F6GPK9,789,1.C.105,1.C.105.1,"[('CDD:432593', 12, 188, 328.0), ('CDD:396553', 536, 653, 75.6)]","[('CDD:432593 to CDD:396553', 189, 535), ('CDD:396553 to END', 654, 789)]"
G9DCX5,803,1.C.105,1.C.105.1,"[('CDD:432593', 12, 188, 324.0), ('CDD:396553', 544, 661, 55.1)]","[('CDD:432593 to CDD:396553', 189, 543), ('CDD:396553 to END', 662, 803)]"
WP_111989805,1179,1.C.105,1.C.105.1,"[('CDD:433165', 569, 705, 46.6), ('CDD:396553', 914, 1028, 63.6), ('CDD:411272', 915, 973, 56.0), ('CDD:411272', 1046, 1107, 51.8), ('CDD:396553', 1047, 1165, 62.1)]","[('BEGIN to CDD:433165', 1, 568), ('CDD:433165 to CDD:396553', 706, 913)]"
Q7RFQ7,1081,1.C.105,1.C.105.2,"[('CDD:130673', 24, 1071, 259.0), ('CDD:436554', 102, 357, 221.0), ('CDD:240419', 105, 1012, 171.0), ('CDD:223496', 218, 1011, 47.8), ('CDD:129694', 361, 966, 50.4), ('CDD:223327', 376, 591, 48.0), ('CDD:235175', 398, 973, 46.2)]",[]
W7G0Y1,2968,1.C.105,1.C.105.2,"[('CDD:240419', 243, 2733, 257.0), ('CDD:130673', 1177, 2966, 132.0), ('CDD:426784', 1510, 2380, 45.0), ('CDD:224117', 1576, 2380, 55.5), ('CDD:275316', 1632, 2338, 45.0), ('CDD:223496', 2034, 2336, 48.2)]","[('BEGIN to CDD:240419', 1, 242)]"
F9QCH4,1212,1.C.105,1.C.105.2,"[('CDD:275316', 34, 387, 45.8), ('CDD:223496', 51, 708, 44.4), ('CDD:224117', 80, 391, 47.0), ('CDD:426401', 763, 1132, 66.0)]","[('CDD:223496 to CDD:426401', 709, 762), ('CDD:426401 to END', 1133, 1212)]"
G0W922,710,1.C.105,1.C.105.2,"[('CDD:276811', 305, 385, 43.0)]","[('BEGIN to CDD:276811', 1, 304), ('CDD:276811 to END', 386, 710)]"
Q8I576,1130,1.C.105,1.C.105.2,"[('CDD:240609', 243, 345, 40.5)]","[('BEGIN to CDD:240609', 1, 242), ('CDD:240609 to END', 346, 1130)]"
A2ETW9,2010,1.C.105,1.C.105.2,"[('CDD:130673', 34, 1771, 52.7), ('CDD:275316', 34, 1921, 48.5), ('CDD:274008', 43, 1916, 93.2), ('CDD:235175', 57, 1014, 58.9), ('CDD:224188', 109, 405, 44.7), ('CDD:223496', 112, 1167, 74.4), ('CDD:129705', 114, 947, 46.9), ('CDD:235316', 115, 403, 52.7), ('CDD:129694', 120, 1237, 48.1), ('CDD:435022', 121, 1554, 49.3), ('CDD:224117', 122, 1950, 45.5), ('CDD:274009', 122, 1912, 94.4), ('CDD:236798', 123, 598, 45.4), ('CDD:236892', 123, 405, 48.4), ('CDD:432349', 125, 1043, 56.0), ('CDD:173412', 132, 1381, 61.7), ('CDD:227355', 139, 1597, 46.6), ('CDD:224428', 153, 486, 44.0), ('CDD:100796', 156, 1027, 58.8), ('CDD:227278', 170, 819, 43.9), ('CDD:179385', 178, 1036, 66.6), ('CDD:426784', 199, 1380, 69.2), ('CDD:227596', 219, 934, 45.4), ('CDD:178768', 229, 985, 49.9), ('CDD:222878', 231, 1048, 47.7), ('CDD:235600', 238, 993, 47.6), ('CDD:428520', 274, 1237, 49.7), ('CDD:240419', 288, 1040, 49.1), ('CDD:179877', 300, 942, 49.1), ('CDD:428797', 300, 651, 51.0), ('CDD:428548', 310, 650, 44.3), ('CDD:226809', 318, 746, 48.9), ('CDD:114219', 341, 798, 48.2), ('CDD:375164', 365, 653, 50.9), ('CDD:227512', 426, 888, 46.5), ('CDD:224188', 474, 817, 52.0), ('CDD:240271', 481, 860, 45.8), ('CDD:428574', 486, 697, 49.6), ('CDD:224495', 495, 652, 49.3), ('CDD:237177', 514, 638, 45.9), ('CDD:237258', 548, 701, 50.1), ('CDD:275056', 551, 652, 43.5), ('CDD:431106', 551, 698, 45.8), ('CDD:223250', 694, 786, 44.9), ('CDD:397865', 704, 801, 49.6), ('CDD:430825', 706, 866, 44.0), ('CDD:224428', 741, 1143, 49.0), ('CDD:225288', 750, 918, 43.9), ('CDD:275056', 834, 922, 43.1), ('CDD:235175', 1082, 1912, 47.0), ('CDD:275056', 1098, 1199, 43.1), ('CDD:179385', 1108, 1912, 45.0), ('CDD:224188', 1230, 1537, 44.7), ('CDD:223496', 1353, 1912, 50.1), ('CDD:235600', 1514, 1765, 46.5)]","[('CDD:224117 to END', 1951, 2010)]"
A0EEH7,973,1.C.105,1.C.105.2,"[('CDD:227596', 224, 766, 45.4)]","[('BEGIN to CDD:227596', 1, 223), ('CDD:227596 to END', 767, 973)]"
A0DML3,1418,1.C.105,1.C.105.2,"[('CDD:236304', 893, 1359, 44.0), ('CDD:225751', 955, 1360, 60.5), ('CDD:411231', 965, 1359, 56.5), ('CDD:224428', 978, 1356, 61.8), ('CDD:411774', 981, 1313, 46.9), ('CDD:165513', 1011, 1356, 54.1), ('CDD:227400', 1011, 1283, 47.7), ('CDD:227709', 1011, 1358, 51.4), ('CDD:237015', 1011, 1358, 44.7), ('CDD:237555', 1011, 1359, 62.1), ('CDD:367362', 1011, 1353, 100.0), ('CDD:411053', 1011, 1360, 51.9), ('CDD:411124', 1011, 1350, 45.2), ('CDD:185594', 1012, 1360, 71.6), ('CDD:222890', 1013, 1359, 44.7), ('CDD:227430', 1013, 1356, 57.4), ('CDD:368458', 1015, 1359, 44.9), ('CDD:411778', 1015, 1371, 65.8), ('CDD:184287', 1017, 1325, 45.9), ('CDD:411544', 1018, 1348, 44.0), ('CDD:411773', 1018, 1360, 44.1), ('CDD:411776', 1018, 1353, 52.6), ('CDD:180536', 1019, 1356, 47.0), ('CDD:227911', 1020, 1358, 48.9), ('CDD:282904', 1030, 1256, 54.9), ('CDD:240274', 1038, 1359, 53.1), ('CDD:275181', 1059, 1355, 44.5), ('CDD:369740', 1095, 1250, 43.9), ('CDD:410566', 1104, 1358, 56.2), ('CDD:227549', 1110, 1285, 46.0), ('CDD:240339', 1151, 1280, 43.9)]","[('BEGIN to CDD:236304', 1, 892)]"
Q9AIS0,1395,1.C.105,1.C.105.2,"[('CDD:173412', 34, 233, 45.9), ('CDD:236304', 35, 383, 54.8), ('CDD:411231', 50, 214, 44.1), ('CDD:227952', 72, 376, 47.7), ('CDD:240274', 100, 373, 46.5), ('CDD:227919', 370, 677, 190.0), ('CDD:214760', 384, 512, 112.0), ('CDD:133475', 385, 515, 97.0), ('CDD:426298', 426, 512, 50.3), ('CDD:226656', 1178, 1395, 253.0), ('CDD:214488', 1232, 1389, 135.0), ('CDD:426461', 1243, 1329, 58.0)]","[('CDD:227919 to CDD:226656', 678, 1177)]"
